Ensembl Gene ID	Ensembl Transcript ID	Description
ENSONIG00000001409	ENSONIT00000001775	centrin 4 [Source:ZFIN;Acc:ZDB-GENE-030826-21]
ENSONIG00000001410	ENSONIT00000001776	IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]
ENSONIG00000001411	ENSONIT00000001777	unkempt family zinc finger-like [Source:HGNC Symbol;Acc:HGNC:14184]
ENSONIG00000001412	ENSONIT00000001778	sprouty-related, EVH1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2338]
ENSONIG00000001412	ENSONIT00000001779	sprouty-related, EVH1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2338]
ENSONIG00000001413	ENSONIT00000001780	N-ethylmaleimide-sensitive factor attachment protein, beta a [Source:ZFIN;Acc:ZDB-GENE-050522-230]
ENSONIG00000001414	ENSONIT00000001781	fibroblast growth factor 2 [Source:ZFIN;Acc:ZDB-GENE-040318-1]
ENSONIG00000001415	ENSONIT00000001782	family with sequence similarity 98, member B [Source:ZFIN;Acc:ZDB-GENE-061201-63]
ENSONIG00000001416	ENSONIT00000001783	nudix (nucleoside diphosphate linked moiety X)-type motif 6 [Source:ZFIN;Acc:ZDB-GENE-070410-44]
ENSONIG00000001417	ENSONIT00000001784	shisa homolog 9b [Source:ZFIN;Acc:ZDB-GENE-081022-105]
ENSONIG00000001418	ENSONIT00000001785	protein tyrosine phosphatase, non-receptor type 21 [Source:ZFIN;Acc:ZDB-GENE-080102-4]
ENSONIG00000001419	ENSONIT00000001786	MKL/myocardin-like 2b [Source:ZFIN;Acc:ZDB-GENE-030619-16]
ENSONIG00000001420	ENSONIT00000001787	CDC5 cell division cycle 5-like (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-821]
ENSONIG00000001421	ENSONIT00000001788	spermatogenesis associated 5 [Source:HGNC Symbol;Acc:HGNC:18119]
ENSONIG00000001422	ENSONIT00000001789	glycerophosphodiester phosphodiesterase domain containing 4a [Source:ZFIN;Acc:ZDB-GENE-091204-436]
ENSONIG00000001422	ENSONIT00000001790	glycerophosphodiester phosphodiesterase domain containing 4a [Source:ZFIN;Acc:ZDB-GENE-091204-436]
ENSONIG00000001423	ENSONIT00000001791	small nuclear ribonucleoprotein 25 [Source:ZFIN;Acc:ZDB-GENE-050417-179]
ENSONIG00000001424	ENSONIT00000001792	polymerase (RNA) III (DNA directed) polypeptide K [Source:ZFIN;Acc:ZDB-GENE-040718-291]
ENSONIG00000001425	ENSONIT00000001793	cell death-inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]
ENSONIG00000001426	ENSONIT00000001794	potassium channel, subfamily K, member 10b [Source:ZFIN;Acc:ZDB-GENE-050420-31]
ENSONIG00000001426	ENSONIT00000001795	potassium channel, subfamily K, member 10b [Source:ZFIN;Acc:ZDB-GENE-050420-31]
ENSONIG00000001427	ENSONIT00000001796	ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]
ENSONIG00000001428	ENSONIT00000001797	mahogunin, ring finger 1b [Source:ZFIN;Acc:ZDB-GENE-110401-3]
ENSONIG00000001429	ENSONIT00000001798	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001799}  [Source:UniProtKB/TrEMBL;Acc:I3IYV9]
ENSONIG00000001430	ENSONIT00000001799	p21/Cdc42/Rac1-activated kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030826-29]
ENSONIG00000001430	ENSONIT00000001800	p21/Cdc42/Rac1-activated kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030826-29]
ENSONIG00000001431	ENSONIT00000001801	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
ENSONIG00000001432	ENSONIT00000001802	suppressor of Ty 3 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040718-370]
ENSONIG00000001433	ENSONIT00000001803	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]
ENSONIG00000001434	ENSONIT00000001804	bradykinin receptor B1 [Source:ZFIN;Acc:ZDB-GENE-030814-1]
ENSONIG00000001435	ENSONIT00000001805	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]
ENSONIG00000001435	ENSONIT00000001806	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]
ENSONIG00000001436	ENSONIT00000001807	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001808}  [Source:UniProtKB/TrEMBL;Acc:I3IYW8]
ENSONIG00000001437	ENSONIT00000001808	follistatin-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4148]
ENSONIG00000001438	ENSONIT00000001809	si:dkey-32n7.9 [Source:ZFIN;Acc:ZDB-GENE-121214-356]
ENSONIG00000001439	ENSONIT00000001810	arylalkylamine N-acetyltransferase [Source:ZFIN;Acc:ZDB-GENE-991019-6]
ENSONIG00000001440	ENSONIT00000001811	connexin 41.8 [Source:ZFIN;Acc:ZDB-GENE-050616-11]
ENSONIG00000001440	ENSONIT00000001812	connexin 41.8 [Source:ZFIN;Acc:ZDB-GENE-050616-11]
ENSONIG00000001441	ENSONIT00000001813	rhomboid 5 homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040704-75]
ENSONIG00000001442	ENSONIT00000001814	leptin receptor overlapping transcript-like 1 [Source:HGNC Symbol;Acc:HGNC:6555]
ENSONIG00000001443	ENSONIT00000001815	aquaporin 11 [Source:ZFIN;Acc:ZDB-GENE-080418-1]
ENSONIG00000001444	ENSONIT00000001816	swelling dependent chloride channel [Source:ZFIN;Acc:ZDB-GENE-990415-259]
ENSONIG00000001445	ENSONIT00000001817	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
ENSONIG00000001446	ENSONIT00000001818	signal recognition particle 72 [Source:ZFIN;Acc:ZDB-GENE-030131-5546]
ENSONIG00000001447	ENSONIT00000001819	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001820}  [Source:UniProtKB/TrEMBL;Acc:I3IYY0]
ENSONIG00000001448	ENSONIT00000001820	cytochrome c, somatic b [Source:ZFIN;Acc:ZDB-GENE-040625-38]
ENSONIG00000001449	ENSONIT00000001821	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001822}  [Source:UniProtKB/TrEMBL;Acc:I3IYY2]
ENSONIG00000001450	ENSONIT00000001822	RNA binding motif protein 45 [Source:ZFIN;Acc:ZDB-GENE-070122-4]
ENSONIG00000001450	ENSONIT00000001823	RNA binding motif protein 45 [Source:ZFIN;Acc:ZDB-GENE-070122-4]
ENSONIG00000001451	ENSONIT00000001824	tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:32348]
ENSONIG00000001452	ENSONIT00000001825	gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4421]
ENSONIG00000001453	ENSONIT00000001826	N-methylpurine-DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-070410-121]
ENSONIG00000001454	ENSONIT00000001827	nitrogen permease regulator-like 3 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-1348]
ENSONIG00000001455	ENSONIT00000001828	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001829}  [Source:UniProtKB/TrEMBL;Acc:I3IYY9]
ENSONIG00000001456	ENSONIT00000001829	zinc finger CCCH-type containing 15 [Source:ZFIN;Acc:ZDB-GENE-030131-6239]
ENSONIG00000001457	ENSONIT00000001830	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001831}  [Source:UniProtKB/TrEMBL;Acc:I3IYZ1]
ENSONIG00000001458	ENSONIT00000001831	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001832}  [Source:UniProtKB/TrEMBL;Acc:I3IYZ2]
ENSONIG00000001459	ENSONIT00000001832	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000001460	ENSONIT00000001833	polymerase (RNA) III (DNA directed) polypeptide G like b [Source:ZFIN;Acc:ZDB-GENE-041010-32]
ENSONIG00000001461	ENSONIT00000001834	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000001462	ENSONIT00000001835	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000001463	ENSONIT00000001836	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001837}  [Source:UniProtKB/TrEMBL;Acc:I3IYZ7]
ENSONIG00000001464	ENSONIT00000001837	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001838}  [Source:UniProtKB/TrEMBL;Acc:I3IYZ8]
ENSONIG00000001465	ENSONIT00000001838	ependymin related protein 1 [Source:ZFIN;Acc:ZDB-GENE-040718-113]
ENSONIG00000001466	ENSONIT00000001839	zgc:113060 [Source:ZFIN;Acc:ZDB-GENE-050417-464]
ENSONIG00000001466	ENSONIT00000001840	zgc:113060 [Source:ZFIN;Acc:ZDB-GENE-050417-464]
ENSONIG00000001467	ENSONIT00000001841	thioredoxin interacting protein b [Source:ZFIN;Acc:ZDB-GENE-040917-1]
ENSONIG00000001468	ENSONIT00000001842	NCK-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4426]
ENSONIG00000001468	ENSONIT00000001843	NCK-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4426]
ENSONIG00000001469	ENSONIT00000001844	nucleolar protein 7 [Source:ZFIN;Acc:ZDB-GENE-030131-9100]
ENSONIG00000001470	ENSONIT00000001845	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001846}  [Source:UniProtKB/TrEMBL;Acc:I3IZ06]
ENSONIG00000001470	ENSONIT00000001846	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001846}  [Source:UniProtKB/TrEMBL;Acc:I3IZ06]
ENSONIG00000001471	ENSONIT00000001847	RAN binding protein 9 [Source:ZFIN;Acc:ZDB-GENE-021030-5]
ENSONIG00000001472	ENSONIT00000001848	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001849}  [Source:UniProtKB/TrEMBL;Acc:I3IZ09]
ENSONIG00000001473	ENSONIT00000001849	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001850}  [Source:UniProtKB/TrEMBL;Acc:I3IZ10]
ENSONIG00000001474	ENSONIT00000001850	BCL2/adenovirus E1B 19kD interacting protein, like [Source:ZFIN;Acc:ZDB-GENE-060503-81]
ENSONIG00000001475	ENSONIT00000001851	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001852}  [Source:UniProtKB/TrEMBL;Acc:I3IZ12]
ENSONIG00000001476	ENSONIT00000001852	myelin associated glycoprotein [Source:ZFIN;Acc:ZDB-GENE-041217-24]
ENSONIG00000001477	ENSONIT00000001853	small nuclear RNA activating complex, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1031]
ENSONIG00000001478	ENSONIT00000001854	ADP-ribosylation factor-like 9 [Source:ZFIN;Acc:ZDB-GENE-060825-210]
ENSONIG00000001479	ENSONIT00000001855	lipolysis stimulated lipoprotein receptor [Source:ZFIN;Acc:ZDB-GENE-050913-73]
ENSONIG00000001480	ENSONIT00000001856	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001857}  [Source:UniProtKB/TrEMBL;Acc:I3IZ17]
ENSONIG00000001481	ENSONIT00000001857	protein phosphatase 1, regulatory (inhibitor) subunit 1C [Source:ZFIN;Acc:ZDB-GENE-040718-273]
ENSONIG00000001481	ENSONIT00000001858	protein phosphatase 1, regulatory (inhibitor) subunit 1C [Source:ZFIN;Acc:ZDB-GENE-040718-273]
ENSONIG00000001482	ENSONIT00000001859	HOP homeobox [Source:ZFIN;Acc:ZDB-GENE-031016-2]
ENSONIG00000001483	ENSONIT00000001860	SEC24 family member B [Source:HGNC Symbol;Acc:HGNC:10704]
ENSONIG00000001484	ENSONIT00000001861	prune homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-100609-1]
ENSONIG00000001485	ENSONIT00000001862	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1252]
ENSONIG00000001486	ENSONIT00000001863	si:dkey-22o22.2 [Source:ZFIN;Acc:ZDB-GENE-100922-84]
ENSONIG00000001487	ENSONIT00000001864	family with sequence similarity 134, member B [Source:HGNC Symbol;Acc:HGNC:25964]
ENSONIG00000001488	ENSONIT00000001865	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001866}  [Source:UniProtKB/TrEMBL;Acc:I3IZ26]
ENSONIG00000001489	ENSONIT00000001866	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001867}  [Source:UniProtKB/TrEMBL;Acc:I3IZ27]
ENSONIG00000001490	ENSONIT00000001867	myosin IE, b [Source:ZFIN;Acc:ZDB-GENE-040426-1347]
ENSONIG00000001491	ENSONIT00000001868	kelch-like family member 4 [Source:ZFIN;Acc:ZDB-GENE-070410-63]
ENSONIG00000001492	ENSONIT00000001869	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSONIG00000001493	ENSONIT00000001870	luteinizing hormone, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-040806-2]
ENSONIG00000001494	ENSONIT00000001871	cyclin E2 [Source:ZFIN;Acc:ZDB-GENE-030131-9689]
ENSONIG00000001495	ENSONIT00000001872	COX20 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26970]
ENSONIG00000001496	ENSONIT00000001873	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001874}  [Source:UniProtKB/TrEMBL;Acc:I3IZ34]
ENSONIG00000001497	ENSONIT00000001874	solute carrier family 22 (organic anion transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:10971]
ENSONIG00000001497	ENSONIT00000001875	solute carrier family 22 (organic anion transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:10971]
ENSONIG00000001498	ENSONIT00000001876	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001877}  [Source:UniProtKB/TrEMBL;Acc:I3IZ37]
ENSONIG00000001499	ENSONIT00000001877	piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401]
ENSONIG00000001500	ENSONIT00000001878	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30087]
ENSONIG00000001501	ENSONIT00000001879	tumor protein p53 inducible nuclear protein 1 [Source:ZFIN;Acc:ZDB-GENE-031018-3]
ENSONIG00000001502	ENSONIT00000001880	nuclear cap binding protein subunit 1, 80kDa [Source:HGNC Symbol;Acc:HGNC:7658]
ENSONIG00000001503	ENSONIT00000001881	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]
ENSONIG00000001504	ENSONIT00000001882	hemoglobin alpha adult-1 [Source:ZFIN;Acc:ZDB-GENE-980526-79]
ENSONIG00000001505	ENSONIT00000001883	endothelial PAS domain protein 1b [Source:ZFIN;Acc:ZDB-GENE-060607-11]
ENSONIG00000001506	ENSONIT00000001884	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:ZFIN;Acc:ZDB-GENE-100112-1]
ENSONIG00000001507	ENSONIT00000001885	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001886}  [Source:UniProtKB/TrEMBL;Acc:I3IZ46]
ENSONIG00000001508	ENSONIT00000001886	WD repeat domain 73 [Source:ZFIN;Acc:ZDB-GENE-050417-126]
ENSONIG00000001509	ENSONIT00000001887	sortilin-related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]
ENSONIG00000001510	ENSONIT00000001888	phosphatidylinositol 4-kinase, catalytic, beta [Source:ZFIN;Acc:ZDB-GENE-061013-96]
ENSONIG00000001511	ENSONIT00000001889	chromosome 8 open reading frame 37 [Source:HGNC Symbol;Acc:HGNC:27232]
ENSONIG00000001512	ENSONIT00000001890	si:ch211-149p10.2 [Source:ZFIN;Acc:ZDB-GENE-060503-762]
ENSONIG00000001513	ENSONIT00000001891	selenium binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1436]
ENSONIG00000001514	ENSONIT00000001892	zgc:113232 [Source:ZFIN;Acc:ZDB-GENE-050327-86]
ENSONIG00000001515	ENSONIT00000001893	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001894}  [Source:UniProtKB/TrEMBL;Acc:I3IZ54]
ENSONIG00000001516	ENSONIT00000001894	GrpE-like 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-051120-111]
ENSONIG00000001517	ENSONIT00000001895	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001896}  [Source:UniProtKB/TrEMBL;Acc:I3IZ56]
ENSONIG00000001518	ENSONIT00000001896	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001897}  [Source:UniProtKB/TrEMBL;Acc:I3IZ57]
ENSONIG00000001519	ENSONIT00000001897	transcriptional adaptor 2 (ADA2 homolog, yeast)-beta [Source:ZFIN;Acc:ZDB-GENE-050522-557]
ENSONIG00000001519	ENSONIT00000001898	transcriptional adaptor 2 (ADA2 homolog, yeast)-beta [Source:ZFIN;Acc:ZDB-GENE-050522-557]
ENSONIG00000001520	ENSONIT00000001899	small nuclear ribonucleoprotein 48 (U11/U12) [Source:ZFIN;Acc:ZDB-GENE-030131-4482]
ENSONIG00000001521	ENSONIT00000001900	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]
ENSONIG00000001521	ENSONIT00000001901	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]
ENSONIG00000001522	ENSONIT00000001902	coiled-coil domain containing 96 [Source:ZFIN;Acc:ZDB-GENE-081022-156]
ENSONIG00000001523	ENSONIT00000001903	TBC1 domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-030131-6136]
ENSONIG00000001523	ENSONIT00000001904	TBC1 domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-030131-6136]
ENSONIG00000001524	ENSONIT00000001905	KN motif and ankyrin repeat domains 2 [Source:ZFIN;Acc:ZDB-GENE-040724-121]
ENSONIG00000001525	ENSONIT00000001906	major facilitator superfamily domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26177]
ENSONIG00000001526	ENSONIT00000001907	dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]
ENSONIG00000001527	ENSONIT00000001908	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001909}  [Source:UniProtKB/TrEMBL;Acc:I3IZ69]
ENSONIG00000001528	ENSONIT00000001909	protein kinase C, epsilon a [Source:ZFIN;Acc:ZDB-GENE-030131-8191]
ENSONIG00000001528	ENSONIT00000001910	protein kinase C, epsilon a [Source:ZFIN;Acc:ZDB-GENE-030131-8191]
ENSONIG00000001529	ENSONIT00000001911	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001914}  [Source:UniProtKB/TrEMBL;Acc:I3IZ74]
ENSONIG00000001529	ENSONIT00000001912	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001914}  [Source:UniProtKB/TrEMBL;Acc:I3IZ74]
ENSONIG00000001529	ENSONIT00000001913	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001914}  [Source:UniProtKB/TrEMBL;Acc:I3IZ74]
ENSONIG00000001530	ENSONIT00000001914	zgc:158564 [Source:ZFIN;Acc:ZDB-GENE-070112-1662]
ENSONIG00000001531	ENSONIT00000001915	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001916}  [Source:UniProtKB/TrEMBL;Acc:I3IZ76]
ENSONIG00000001532	ENSONIT00000001916	polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]
ENSONIG00000001533	ENSONIT00000001917	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001918}  [Source:UniProtKB/TrEMBL;Acc:I3IZ78]
ENSONIG00000001534	ENSONIT00000001918	interferon stimulated exonuclease gene 20-like 2 [Source:ZFIN;Acc:ZDB-GENE-070928-8]
ENSONIG00000001534	ENSONIT00000001919	interferon stimulated exonuclease gene 20-like 2 [Source:ZFIN;Acc:ZDB-GENE-070928-8]
ENSONIG00000001535	ENSONIT00000001920	Protein S100 {ECO:0000256|RuleBase:RU361184}  [Source:UniProtKB/TrEMBL;Acc:I3IZ81]
ENSONIG00000001536	ENSONIT00000001921	S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]
ENSONIG00000001536	ENSONIT00000001922	S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]
ENSONIG00000001537	ENSONIT00000001923	ribosomal RNA adenine dimethylase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050522-515]
ENSONIG00000001538	ENSONIT00000001924	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) [Source:ZFIN;Acc:ZDB-GENE-980526-76]
ENSONIG00000001539	ENSONIT00000001925	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
ENSONIG00000001540	ENSONIT00000001926	solute carrier family 29 (equilibrative nucleoside transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11004]
ENSONIG00000001541	ENSONIT00000001927	smu-1 suppressor of mec-8 and unc-52 homolog a (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-916]
ENSONIG00000001542	ENSONIT00000001928	protein kinase C substrate 80K-H [Source:ZFIN;Acc:ZDB-GENE-040426-770]
ENSONIG00000001543	ENSONIT00000001929	brevican [Source:ZFIN;Acc:ZDB-GENE-030131-6045]
ENSONIG00000001544	ENSONIT00000001930	protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9282]
ENSONIG00000001545	ENSONIT00000001931	v-rel reticuloendotheliosis viral oncogene homolog A [Source:ZFIN;Acc:ZDB-GENE-040825-4]
ENSONIG00000001546	ENSONIT00000001932	DR1-associated protein 1 (negative cofactor 2 alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-400]
ENSONIG00000001547	ENSONIT00000001933	hyaluronan and proteoglycan link protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8089]
ENSONIG00000001548	ENSONIT00000001934	phosphodiesterase 4A, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-131125-7]
ENSONIG00000001548	ENSONIT00000001935	phosphodiesterase 4A, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-131125-7]
ENSONIG00000001549	ENSONIT00000001936	carboxypeptidase X (M14 family), member 1 [Source:HGNC Symbol;Acc:HGNC:15771]
ENSONIG00000001550	ENSONIT00000001937	Rhesus blood group, B glycoprotein [Source:ZFIN;Acc:ZDB-GENE-030131-9542]
ENSONIG00000001551	ENSONIT00000001938	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]
ENSONIG00000001552	ENSONIT00000001939	attractin-like 1a [Source:ZFIN;Acc:ZDB-GENE-081028-60]
ENSONIG00000001553	ENSONIT00000001940	DEK oncogene [Source:ZFIN;Acc:ZDB-GENE-060512-191]
ENSONIG00000001554	ENSONIT00000001941	myocyte enhancer factor 2d [Source:ZFIN;Acc:ZDB-GENE-990415-164]
ENSONIG00000001555	ENSONIT00000001942	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein [Source:ZFIN;Acc:ZDB-GENE-071116-7]
ENSONIG00000001556	ENSONIT00000001943	potassium channel, subfamily V, member 1 [Source:HGNC Symbol;Acc:HGNC:18861]
ENSONIG00000001557	ENSONIT00000001944	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001945}  [Source:UniProtKB/TrEMBL;Acc:I3IZA5]
ENSONIG00000001558	ENSONIT00000001945	gdnf family receptor alpha 1a [Source:ZFIN;Acc:ZDB-GENE-010226-2]
ENSONIG00000001558	ENSONIT00000001946	gdnf family receptor alpha 1a [Source:ZFIN;Acc:ZDB-GENE-010226-2]
ENSONIG00000001559	ENSONIT00000001947	ribonucleoprotein, PTB-binding 1 [Source:ZFIN;Acc:ZDB-GENE-050522-99]
ENSONIG00000001559	ENSONIT00000001948	ribonucleoprotein, PTB-binding 1 [Source:ZFIN;Acc:ZDB-GENE-050522-99]
ENSONIG00000001559	ENSONIT00000001949	ribonucleoprotein, PTB-binding 1 [Source:ZFIN;Acc:ZDB-GENE-050522-99]
ENSONIG00000001560	ENSONIT00000001950	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000001951}  [Source:UniProtKB/TrEMBL;Acc:I3IZB1]
ENSONIG00000001561	ENSONIT00000001951	tyrosine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-071116-4]
ENSONIG00000001562	ENSONIT00000001952	coiled-coil domain containing 172 [Source:ZFIN;Acc:ZDB-GENE-090313-1]
ENSONIG00000001562	ENSONIT00000001953	coiled-coil domain containing 172 [Source:ZFIN;Acc:ZDB-GENE-090313-1]
ENSONIG00000001562	ENSONIT00000001954	coiled-coil domain containing 172 [Source:ZFIN;Acc:ZDB-GENE-090313-1]
ENSONIG00000001563	ENSONIT00000001955	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:ZFIN;Acc:ZDB-GENE-040426-2448]
ENSONIG00000001564	ENSONIT00000001956	si:ch1073-126c3.2 [Source:ZFIN;Acc:ZDB-GENE-030131-4602]
ENSONIG00000001565	ENSONIT00000001957	pleckstrin homology domain containing, family O member 1b [Source:ZFIN;Acc:ZDB-GENE-100609-2]
ENSONIG00000001566	ENSONIT00000001958	carbonyl reductase 1 [Source:ZFIN;Acc:ZDB-GENE-030902-2]
ENSONIG00000001567	ENSONIT00000001959	cAMP responsive element binding protein 3-like 4 [Source:HGNC Symbol;Acc:HGNC:18854]
ENSONIG00000001568	ENSONIT00000001960	cell division cycle 37 [Source:HGNC Symbol;Acc:HGNC:1735]
ENSONIG00000001569	ENSONIT00000001961	transforming growth factor, beta-induced [Source:ZFIN;Acc:ZDB-GENE-030131-73]
ENSONIG00000001570	ENSONIT00000001962	si:ch211-138a11.5 [Source:ZFIN;Acc:ZDB-GENE-070912-63]
ENSONIG00000001571	ENSONIT00000001963	solute carrier family 39 (zinc transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-060315-9]
ENSONIG00000001571	ENSONIT00000001964	solute carrier family 39 (zinc transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-060315-9]
